Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2024-12-27,27.8,27.825,27.36,27.675,1006884
2024-12-30,27.655,27.685,27.025,27.08,1430539
2025-01-02,27.495,28.24,27.2,28.24,1690982
2025-01-03,28.24,28.25,27.56,27.705,1701822
2025-01-07,28,28.035,27.6,27.6,1863359
2025-01-08,27.7,27.71,27.01,27.18,2303612
2025-01-09,27.2,27.3,26.77,27.175,1061604
2025-01-10,27.195,27.375,26.425,26.6,1774019
2025-01-13,26.58,26.58,25.655,25.67,2120029
2025-01-14,25.83,26.2,25.66,25.905,1879610
2025-01-15,26,26.645,25.63,26.645,2129714
2025-01-16,26.7,26.9,26.415,26.67,1915674
2025-01-17,26.75,27.12,25.85,26.905,2458445
2025-01-20,26.95,27.185,26.695,26.735,1916259
2025-01-21,26.9,26.92,26.565,26.75,1698961
2025-01-22,26.865,27.075,26.58,26.94,2064469
2025-01-23,26.94,27.49,26.625,26.865,631177
2025-01-24,26.955,27.42,26.955,27.27,900814
2025-01-27,27,27.205,26.635,27.155,1081837
2025-01-28,27.155,28.73,27.15,28.595,2190641
2025-01-29,28.805,29.47,28.535,28.87,1604145
2025-01-30,28.965,30.35,28.965,30.1,2941811
2025-01-31,30.12,30.365,29.58,30.005,2518972
2025-02-03,29,29.2,28.435,28.64,3042082
2025-02-04,28.99,29.875,28.99,29.5,2399967
2025-02-05,29.53,29.87,29.145,29.305,2404122
2025-02-06,29.33,29.79,29.2,29.65,1421067
2025-02-07,29.75,30.255,29.505,29.57,2522970
2025-02-10,29.6,30.05,29.355,29.89,1655999
2025-02-11,29.99,30.05,29.625,29.825,1250437
2025-02-12,29.83,30.36,29.83,30.13,3929460
2025-02-13,30.3,31.18,30.275,30.82,2512140
2025-02-14,30.9,31.26,30.8,30.925,3600073
2025-02-17,30.925,31.22,30.64,30.925,1880933
2025-02-18,31,31.18,30.44,30.75,3167571
2025-02-19,30.75,31.2,29.99,30.26,1993605
2025-02-20,30.26,30.29,29.1,29.135,3479029
2025-02-21,29.19,29.96,29.185,29.65,3277612
2025-02-24,29.65,29.96,28.755,28.795,3912271
2025-02-25,28.77,29.355,28.605,29.11,2869593
2025-02-26,29.3,29.695,29.21,29.35,2517692
2025-02-27,29.1,29.215,28.135,28.135,4075951
2025-02-28,28.02,28.25,27.7,27.99,5662388
2025-03-03,28.04,28.35,27.805,28.09,3219726
2025-03-04,27.88,27.89,27.405,27.56,3894474
2025-03-05,27.86,28.795,27.8,28.615,3683602
2025-03-06,28.755,29.295,28.75,29.165,2236754
2025-03-07,29,29.185,28.58,28.9,2058927
2025-03-10,28.85,28.9,28.25,28.425,1802020
2025-03-11,28.425,28.73,28.21,28.63,3498472
2025-03-12,28.9,29.04,28.5,28.5,4507485
2025-03-13,30.5,32.975,29.84,32.38,15869693
2025-03-14,32.445,33.39,31.92,32.02,8013481
2025-03-17,31.9,32.245,30.8,31.575,3991791
2025-03-18,31.83,31.9,31.12,31.47,3252411
2025-03-19,31.5,31.56,30.94,31.065,3652308
2025-03-20,30.94,31.29,30.455,31.29,3277448
2025-03-21,31.34,31.75,30.8,31.51,7765693
2025-03-24,31.64,32.64,31.59,32.635,3581272
2025-03-25,32.6,32.765,32.185,32.32,1997366
2025-03-26,31.94,31.985,31.045,31.225,6319909
2025-03-27,31.125,32.18,31.06,31.91,3521958
2025-03-28,31.8,31.91,31.31,31.515,2524863
2025-03-31,31.15,31.785,30.865,31.26,7139001
2025-04-01,31.98,32.375,31.655,32.1,3636425
2025-04-02,32.1,32.305,31.6,32.1,2978215
2025-04-03,31.745,31.935,30.905,31.04,1641130
2025-04-04,30.975,31.535,29.93,30.1,3514706
2025-04-07,28.8,29.74,27.97,29.12,3444692
2025-04-08,29.5,30.345,29.315,30.315,3280682
2025-04-09,29.28,30.335,29.24,30,3019507
2025-04-10,32,32.07,30.36,30.565,3004672
2025-04-11,30.5,31.38,30.355,30.51,2796071
2025-04-14,30.84,31.165,30.725,31.165,1194759
2025-04-15,31.2,31.78,30.9,31.51,1476798
2025-04-16,30.2,31.33,30.195,30.88,10385626
2025-04-17,30.75,31.29,30.62,31.1,3619677
2025-04-22,31.25,31.7,31.1,31.57,5071928
2025-04-23,31.735,33.18,31.725,33.1,6406939
2025-04-24,32.955,33.82,32.51,33.82,5120846
2025-04-25,33.82,33.9,33.225,33.225,3613507
2025-04-28,33.35,33.9,33.34,33.59,2238970
2025-04-29,33.64,34.2,33.305,33.505,2380416
2025-04-30,33.5,33.805,32.665,32.965,2144159
2025-05-02,33.515,33.645,32.98,33.415,1824509
2025-05-05,33.2,33.375,32.795,33.225,1486605
2025-05-06,32.73,32.88,32.13,32.65,1726413
2025-05-07,32.81,33.68,32.67,33.38,3973404
2025-05-08,33.5,34.11,33.02,33.66,3939307
2025-05-09,33.66,34.095,33.5,33.89,1505931
2025-05-12,33.96,35.24,33.955,34.64,2878995
2025-05-13,34.73,34.98,34.375,34.88,4543556
2025-05-14,34.92,34.95,33.5,33.58,4704162
2025-05-15,33.58,33.67,33.075,33.485,2060200
2025-05-16,33.75,34.2,33.27,33.51,1574259
2025-05-19,33.26,33.74,32.75,33.33,1822659
2025-05-20,33.56,34.24,33.555,33.8,2926972
2025-05-21,33.45,33.45,32.56,32.975,4026706
2025-05-22,32.365,32.795,31.225,32.225,6123298
2025-05-23,32.44,33.16,32.305,33.055,5696142
2025-05-26,33.12,33.8,33,33.515,2339439
2025-05-27,33.25,33.835,33.24,33.55,2152184
2025-05-28,33.53,35.37,33.37,35.205,4023403
2025-05-29,35.2,35.38,34.55,34.6,4415350
2025-05-30,34.515,34.675,34.045,34.445,8529249
2025-06-02,34.28,35.43,33.88,35.2,3884891
2025-06-03,35.15,35.33,34.045,34.5,3341837
2025-06-04,34.5,35.7,34.5,35.7,2868747
2025-06-05,35.75,35.82,34.495,35.315,2350112
2025-06-06,33.6,34.3,33.25,33.83,14314927
2025-06-09,33.83,34,33.31,33.75,4502368
2025-06-10,33.8,34.475,33.45,34.02,9599613
2025-06-11,34.16,34.6,33.865,34.195,7698960
2025-06-12,34,34.14,33.3,33.915,3623470
2025-06-13,33.28,33.57,32.83,33.255,3430810
2025-06-16,33.25,33.44,32.95,33.1,3104432
2025-06-17,32.75,33.35,32.675,33.255,3926151
2025-06-18,33.255,33.33,32.71,33.11,3115621
2025-06-20,33.09,33.11,32.47,32.54,5489858
2025-06-23,32.45,32.45,31.68,32,2749378
2025-06-24,32.55,32.68,31.87,32.39,3018379
2025-06-25,32.5,32.865,32.42,32.605,2175894
2025-06-26,32.55,33.325,32.405,33.13,3417626
2025-06-27,33.31,34,33.145,33.87,2506095
2025-06-30,34.11,35,34.085,34.59,5947842
2025-07-01,34.5,34.84,33.925,34.025,2325618
2025-07-02,34.025,34.235,33.715,34.15,1736029
2025-07-03,34.15,34.8,34.06,34.355,2530687
2025-07-04,34.19,34.57,33.755,34.42,1676902
2025-07-07,34.33,34.75,34.045,34.5,1506428
2025-07-08,34.7,35.06,34.505,34.98,6796744
2025-07-09,34.89,35.3,34.46,35.2,4057396
2025-07-10,35,35.82,34.62,34.825,14322117
2025-07-11,34.625,34.9,34.475,34.76,4578691
2025-07-14,34.76,35.64,34.46,35.55,2931944
2025-07-15,35.455,35.87,34.9,35.565,3088830
2025-07-16,35.565,35.905,35.315,35.905,2442823
2025-07-17,35.99,36.215,35.4,35.66,2412613
2025-07-18,36.015,36.58,35.81,36.22,3088613
2025-07-21,36.2,36.55,36.12,36.32,1919224
2025-07-22,36.25,36.435,35.965,36.05,1348607
2025-07-23,36.2,36.655,36.165,36.495,1628704
2025-07-24,36.495,36.765,36.2,36.405,1011097
2025-07-25,36.19,36.41,35.92,36.3,1001120
2025-07-28,36.4,37.08,36.065,36.32,2576761
2025-07-29,36.565,37.065,35.845,36.89,3381238
2025-07-30,36.66,37.75,36.655,37.75,4116205
2025-07-31,37.72,38.44,36.8,37.015,5886493
2025-08-01,36.71,37,35.385,35.69,2692586
2025-08-04,35.585,36.125,35.045,36.125,1287216
2025-08-05,36.125,36.495,35.625,35.815,1724233
2025-08-06,35.61,36.145,35.325,36.145,2214806
2025-08-07,36.145,37.59,35.655,37.275,2734993
2025-08-08,37.25,37.98,36.835,37.785,2360460
2025-08-11,37.765,37.89,37.1,37.29,1736241
2025-08-12,37.31,37.51,37.045,37.235,1096121
2025-08-13,37.47,38.075,37.26,37.895,2572929
2025-08-14,37.75,37.8,37.335,37.675,1667674
2025-08-18,37.675,38.59,37.425,37.875,3124350
2025-08-19,38.1,38.6,37.835,38.5,2867057
2025-08-20,38.4,38.52,37.6,37.96,2116562
2025-08-21,37.9,38.64,37.865,38.48,2168915
2025-08-22,37.9,38.55,37.375,38.34,3740805
2025-08-25,38.335,38.6,38.13,38.285,1972728
2025-08-26,38.25,38.51,37.15,38.085,4265993
2025-08-27,38.48,38.57,37.23,37.28,1167712
2025-08-28,37.5,37.61,36.565,36.84,1656379
2025-08-29,36.605,37.045,36.34,36.515,1813022
2025-09-01,36.5,36.805,35,35.415,3307720
2025-09-02,35.415,35.415,34.225,34.465,3685975
2025-09-03,34.43,34.935,34.11,34.515,4961368
2025-09-04,34.695,35.01,34.485,34.81,3210706
2025-09-05,35.12,35.925,34.76,34.89,3472965
2025-09-08,34.99,36,34.915,36,2393561
2025-09-09,36.08,36.25,35.38,35.52,2886909
2025-09-10,35.52,36.14,34.995,35.84,2604168
2025-09-11,35.9,36.485,35.81,36.09,2266738
2025-09-12,36.34,36.66,35.665,35.665,1898575
2025-09-15,35.8,36.245,35.795,35.935,2484767
2025-09-16,35.99,35.995,35.12,35.3,2437604
2025-09-17,35.5,35.69,34.97,35.28,2470896
2025-09-18,35.8,35.89,34.615,34.87,6067239
2025-09-19,34.87,35.015,34.125,34.62,7595886
2025-09-22,34.605,34.985,34.15,34.605,2736245
2025-09-23,34.7,35.37,34.57,34.75,3091111
2025-09-24,34.635,34.815,34.215,34.815,2984688
2025-09-25,34.815,35,34.455,34.735,1987772
2025-09-26,35.12,35.515,34.88,35.28,5090338
2025-09-29,35.295,36.42,35.095,36.18,4290606
